title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
random,-0.5006353,-0.20687895,0.31576544,0.13015614,-0.8441663,0.9738497,-0.45164505,-0.27284175,-0.45325708,0.06668942,-0.9838695,-0.87310266,0.3024521,-0.4944146,0.52540123,-0.17077747,-0.18578832,-0.105809204,-0.05587906,-0.4844213,-0.96647775,-0.28530028,0.11420695,0.1738882,1.6701552,0.5343343,-0.5860139,0.62194365,-0.1920047,0.43792567,-0.55352455,-0.5049849,-0.083020575,0.21504614,-0.56451684,1.100669,0.12233787,0.6106283,-0.169606,-0.6730098,-0.8354798,0.3640906,-0.11872294,-0.30871978,-0.005618544,0.011390755,1.0562648,-0.75019145,-1.0212057,-0.447322,0.5883293,0.33085266,-1.0028441,-0.4440109,-0.16772555,-0.41090137,0.4723608,1.1885957,0.36032662,-0.8614542,0.6870619,0.061261695,-0.5011931,-0.770324
random,-0.60178155,-0.6325279,0.5906458,0.33083674,-1.9526023,1.5737859,-0.92421323,-0.6766461,-1.806885,0.99615777,-2.489379,-1.4771218,0.81172323,-1.8379507,1.1659561,-0.390714,-0.569904,-0.55837953,0.37914634,-1.0184262,-1.9903153,-0.51745415,-0.114905685,0.15382911,4.105723,1.3216237,-0.5229435,1.2043341,-0.62873465,0.6755097,-1.0999229,-1.7618318,-0.056286845,0.43222255,-1.0027827,3.1512861,0.8141236,1.682286,-0.4879312,-1.9198358,-2.2104166,0.7709763,0.15722045,-0.63704723,-0.15547223,0.24364704,1.7225233,-1.7924789,-2.927477,-0.667806,1.725325,0.4813342,-1.6216218,-1.7361157,-0.71414024,-0.9646271,1.2088579,2.6879313,0.9613833,-1.3693359,1.4898229,-0.17878945,-0.62496454,-1.5800529
random,0.7488623,-1.8790581,0.9903788,-1.0963752,-1.0057116,0.6472945,1.0322295,1.1750636,-2.5928197,2.588659,-7.2458954,3.7511425,0.6572741,-4.241285,0.44641617,2.0532773,-3.8533423,-4.244647,1.7469599,-0.64898705,0.010843263,0.08858155,-2.9665408,-0.9183568,5.281659,0.16708286,-2.0591798,2.3756819,-0.8728124,-2.0945652,-3.4515429,-2.2165701,1.6810389,-2.1343966,-3.2976017,4.5437975,5.940943,3.8135781,0.68698436,-2.5900667,-4.029559,-1.198248,-0.25179327,-1.7381902,3.6325364,-1.7756661,3.7474723,-1.6245663,-8.915452,-4.6854897,4.616413,2.668501,1.6519859,-3.8225477,-3.8555655,-3.4445207,2.562497,4.87402,-1.2285173,-4.2380557,2.8842232,-1.1053532,-1.2654802,-3.948984
random,-0.0712559,-0.02894978,0.11466568,0.014992608,-0.26318642,0.35827127,-0.17750907,-0.11211911,-0.19772679,0.06895459,-0.34144285,-0.27168533,0.08669808,-0.1638777,0.24323836,-0.04797755,-0.0367887,-0.093903795,0.084011845,-0.10751825,-0.42554545,-0.06935724,0.10531107,0.09182454,0.44211307,0.21153173,-0.25612426,0.2331111,-0.055444203,0.15880422,-0.22094987,-0.11687364,0.0013515106,0.091957465,-0.16030066,0.36162683,0.07480315,0.2825678,-0.06464174,-0.23049691,-0.2305252,0.16152726,-0.04898181,-0.0755538,-0.08868684,0.03377789,0.37129065,-0.2408224,-0.3695837,-0.16924277,0.2266262,0.11337145,-0.34734863,-0.16746837,-0.13522872,-0.095885016,0.25962994,0.38160682,0.077511474,-0.29839003,0.19574702,-0.007537128,-0.034241624,-0.17708911
random,-0.23168226,-0.13551706,0.2213825,0.23873247,-0.6084456,0.66983825,-0.43438712,-0.2851879,-0.34559956,0.029478373,-0.84128475,-0.67259204,0.263817,-0.33393735,0.38954222,-0.14745054,-0.12739238,-0.15782714,0.08441165,-0.32739657,-0.9032348,-0.23961928,0.09931189,0.16470645,1.3164177,0.3944162,-0.47269827,0.5243513,-0.03825157,0.40823698,-0.4559774,-0.4077694,-0.020766024,0.17321625,-0.41653997,0.9120254,0.25711814,0.5860031,-0.15458772,-0.58676714,-0.63323116,0.2663418,0.013640979,-0.3023797,0.06847868,0.039728846,0.8649024,-0.6409354,-0.83059734,-0.40528712,0.50405407,0.30939814,-0.7412799,-0.5070605,-0.14981665,-0.28510484,0.49504697,0.9990705,0.20524532,-0.7479508,0.4504057,-0.012747511,-0.37453952,-0.6121035
random,-0.29877365,-0.11778322,0.1971568,0.06633681,-0.49399087,0.57800514,-0.26089758,-0.14586629,-0.24033266,0.0064685955,-0.5640508,-0.5368771,0.19935387,-0.25987652,0.3202574,-0.12456421,-0.10242927,-0.031893335,-0.04816733,-0.2964762,-0.5559804,-0.11479022,0.033974696,0.08644003,0.9375334,0.25840476,-0.31938556,0.34163606,-0.15046868,0.30455014,-0.33455136,-0.295697,-0.04343841,0.13742736,-0.36219108,0.5990549,0.006249013,0.3087876,-0.08017468,-0.34906653,-0.5066039,0.20136164,-0.10295265,-0.16438136,0.006898193,-0.04112816,0.65913624,-0.39579728,-0.55899477,-0.27354962,0.3231895,0.13009197,-0.6664562,-0.22070278,-0.050964437,-0.22572656,0.24903314,0.7272031,0.16505764,-0.52001286,0.4208361,0.06461366,-0.30525973,-0.4488401
random,-0.1928532,-0.09162233,0.19804884,0.06716652,-0.5040734,0.58580935,-0.33681855,-0.107047476,-0.298278,0.024441617,-0.6311551,-0.5286482,0.19214807,-0.25165242,0.41856503,-0.08135655,-0.11986592,-0.18447241,0.06486164,-0.17276907,-0.6958819,-0.19023767,0.06694656,0.1159968,0.93961126,0.32453373,-0.38333666,0.44541582,-0.110852286,0.26672444,-0.4370038,-0.33818626,-0.02196397,0.20043369,-0.33598074,0.6620091,0.09894869,0.4361018,-0.057510443,-0.4623384,-0.55603266,0.2574311,-0.0037059996,-0.11502522,-0.047738228,0.03961168,0.58818823,-0.39404485,-0.69884187,-0.22470944,0.46688777,0.16754578,-0.61012894,-0.31132036,-0.19106597,-0.19699928,0.37260205,0.73069245,0.20246184,-0.46597573,0.41200185,0.048724152,-0.17658442,-0.4197067
random,-0.2797556,-0.14542411,0.2146868,0.14663526,-0.62589854,0.7122296,-0.37024942,-0.22246026,-0.30837667,0.024810674,-0.8065966,-0.6472516,0.23342869,-0.3022661,0.3849123,-0.12921669,-0.07949445,-0.13987671,0.048517983,-0.2259154,-0.8059294,-0.17533194,0.10448222,0.13857558,1.1484269,0.4045101,-0.52277225,0.47391748,-0.12247027,0.3297995,-0.47749147,-0.3322239,-0.033250656,0.15562865,-0.41093728,0.7828355,0.16920298,0.50447565,-0.11794878,-0.49959117,-0.5553109,0.27328628,-0.05256313,-0.24942298,-0.025889946,0.05864143,0.791612,-0.5333729,-0.824509,-0.32753468,0.5411956,0.26422352,-0.75591654,-0.37518406,-0.17991902,-0.249745,0.47711077,0.8430847,0.22565868,-0.67022115,0.42388722,0.056384146,-0.31197163,-0.5402641
random,-0.51462954,-0.5303826,0.3984399,0.82743216,-1.877159,1.8363632,-1.4683493,-0.8456221,-0.7819243,0.19834945,-2.595286,-1.7404726,0.65368736,-0.79542214,1.0508281,-0.20537518,-0.13575722,-0.63906294,0.5806231,-0.39967555,-2.7176712,-0.6543764,0.37182507,0.53627926,3.765179,1.5219235,-1.6939265,1.5363947,-0.23755208,0.94167775,-1.6392453,-1.1915177,-0.09940327,0.33417326,-1.1363004,2.6855927,1.0967457,1.8151878,-0.54675496,-1.5056639,-1.6889893,0.82155687,0.30052322,-0.861245,-0.075531885,0.28405523,2.380244,-2.0608397,-2.8020825,-1.1652676,1.8316473,0.83752257,-1.974871,-1.6637211,-0.6413579,-0.7203323,1.7508494,2.6784058,0.89731354,-2.1638184,0.9490516,-0.09771278,-0.82030815,-1.802929
random,-0.35168186,-0.318562,0.22507632,0.21508373,-0.80667204,0.92430454,-0.56447315,-0.4421164,-0.6371226,0.12736076,-1.2142398,-0.78661877,0.3292429,-0.5888731,0.6564394,-0.31079093,-0.15006565,-0.25526878,0.1197122,-0.54312533,-1.1895403,-0.17907055,0.13821897,0.20883663,1.7803512,0.5822406,-0.59911907,0.6302939,-0.25949287,0.5502492,-0.6711706,-0.66466445,0.05140398,0.21086217,-0.43435958,1.3994116,0.2060316,0.7548218,-0.1833499,-0.7087614,-0.92451495,0.38064045,-0.029336004,-0.35895386,-0.11392637,0.0006432356,1.2093042,-1.0086389,-1.1631789,-0.4948015,0.72477895,0.15070936,-1.1193976,-0.85488236,-0.13213862,-0.31837583,0.6529253,1.3710197,0.32959834,-0.97432715,0.5874043,-0.02305143,-0.3610841,-0.6817285
random,-0.11309022,-0.05741306,0.09968852,0.10756022,-0.36087155,0.287599,-0.23801704,-0.2187448,-0.32360736,0.15944289,-0.5373633,-0.399254,0.22369705,-0.38670528,0.30283037,-0.11952594,-0.097388476,-0.10829189,0.07303621,-0.22479315,-0.48586887,-0.16717577,-0.039852373,0.07854832,0.9040877,0.25213766,-0.15914533,0.2617895,-0.08995026,0.19271146,-0.2564082,-0.36534882,0.0041960487,0.119670294,-0.24448824,0.66700935,0.2098645,0.36141947,-0.10548952,-0.3764259,-0.48609546,0.18194908,0.006976839,-0.18502454,-0.05081957,-0.020144919,0.47808138,-0.48182788,-0.61446494,-0.2215076,0.35815495,0.08065425,-0.3655488,-0.40729588,-0.16811045,-0.21094522,0.24580333,0.6893341,0.16990475,-0.34115565,0.34237382,-0.020703454,-0.2422193,-0.37021852
random,-0.3583198,-0.20586097,0.36134142,0.1019703,-1.7836133,1.4958175,-1.0414106,-0.47170916,-1.3406174,0.16607045,-2.110425,-1.8842868,0.8119083,-1.2923379,1.0375918,-0.5354641,-0.28245544,-0.30821478,0.10228205,-1.0536478,-2.234911,-1.1263742,0.027426383,0.72311115,3.266167,1.1635112,-0.7589535,1.5646815,-0.21886277,0.724265,-1.0819726,-1.1673576,0.030257264,0.77574116,-1.3080776,2.4050388,0.56529397,1.3682638,-0.67083097,-1.7317342,-1.8861436,0.8535622,0.07866031,-1.0833374,0.20636088,0.36162794,1.9319507,-1.4185752,-1.8972676,-0.9018522,1.4618208,0.43683067,-1.9464928,-1.2407471,-0.86977875,-0.4753334,0.9790813,2.0744252,1.0365795,-1.4329262,1.5605619,-0.0240657,-1.0245706,-1.7164879
random,-0.10587477,-0.08223831,0.07098461,0.055848774,-0.24369116,0.28830162,-0.14329529,-0.10105904,-0.12637004,0.041289773,-0.31852856,-0.24159072,0.0704337,-0.14054935,0.13290307,-0.06756744,-0.028191712,-0.025842546,0.04624802,-0.14544168,-0.35273126,-0.09170843,0.067578316,0.11177563,0.45790178,0.17921282,-0.19521363,0.17968695,-0.06835002,0.17454258,-0.16694222,-0.14396927,-0.013871668,0.071853824,-0.14593865,0.3462471,0.047577642,0.20440227,-0.098146275,-0.18778872,-0.20480849,0.1312417,-0.018982213,-0.08511822,-0.009649411,-0.019505428,0.34864277,-0.26559255,-0.28853863,-0.13962086,0.15634438,0.09254118,-0.28600308,-0.15454482,-0.022894375,-0.10866838,0.21785055,0.3278458,0.10340623,-0.31104913,0.14163436,-0.037814133,-0.107739925,-0.21845885
random,-0.52075326,-0.9815563,0.5903259,0.3599692,-1.5826064,1.3807881,-0.7955431,-0.42397082,-1.7923044,1.3133062,-2.5442266,-1.0379505,0.9111677,-1.6451892,1.0100124,-0.4794273,-0.8935222,-0.502602,0.76409394,-0.7916677,-1.9833276,-0.25429568,-0.30484152,-0.29939377,4.324094,1.1171116,0.14407723,0.940415,-0.86470973,0.5093934,-0.89408094,-2.1771514,0.0646272,0.06173985,-0.83517355,3.1554203,0.57205176,1.5342541,-0.15643269,-1.9379902,-2.2550728,0.51571405,0.5960994,-0.032945827,0.19866975,-0.057312082,1.587579,-1.8407322,-3.0490139,-0.81709397,1.3710141,0.41465634,-1.0816971,-1.8633628,-0.5036767,-1.3742942,1.141375,2.9820204,0.5792335,-1.4665402,1.346762,-0.39991018,-0.4814001,-1.2529215
random,-0.19072267,-0.078131415,0.1866482,0.07348939,-0.49582538,0.5601001,-0.23627228,-0.13518405,-0.26610482,0.019977186,-0.5662152,-0.49557438,0.20795104,-0.26176915,0.28458205,-0.020520354,-0.11596048,-0.10848466,0.019160673,-0.16769628,-0.55741125,-0.09815093,0.049931347,0.114900135,0.8776637,0.25303435,-0.32441384,0.3873402,-0.081178546,0.24317813,-0.33698964,-0.24403168,-0.08298658,0.108430795,-0.33407858,0.5358055,0.11392983,0.3629724,-0.06390282,-0.36156085,-0.4758753,0.19910559,-0.06346417,-0.19753484,-0.023519494,0.07217622,0.53223014,-0.2837665,-0.56122804,-0.19399211,0.41206548,0.2136059,-0.5599092,-0.21278724,-0.1662953,-0.20831552,0.27998993,0.5959648,0.14502971,-0.41403514,0.4002719,0.08217231,-0.18892077,-0.4343808
random,-0.28623554,-0.20972115,0.24329655,0.2520256,-0.85920846,0.85291636,-0.48791105,-0.23190892,-0.41951635,0.07561464,-0.99658406,-0.8259562,0.30400246,-0.3838497,0.42116162,-0.058498118,-0.13030386,-0.26933223,0.08190274,-0.2155998,-0.94883096,-0.19573206,0.060575623,0.16626613,1.540991,0.52304834,-0.58584666,0.5973626,-0.105573274,0.35648808,-0.57824224,-0.47491932,-0.13006245,0.18513802,-0.48196557,1.0330169,0.3348453,0.6806954,-0.16744472,-0.7061973,-0.77297395,0.3251415,0.0149945,-0.42635244,-0.04143476,0.23513362,0.8104961,-0.5836678,-1.0610207,-0.27347675,0.8068668,0.3694206,-0.8467074,-0.5507036,-0.2987701,-0.32643005,0.5978599,0.97247887,0.37490886,-0.67772835,0.5677323,0.09472334,-0.38953227,-0.74511725
random,-0.46368164,-0.37346968,0.34989986,0.24649604,-1.2063522,1.2491332,-0.8112569,-0.32987297,-0.93176407,0.250312,-1.7129142,-1.2978058,0.5428025,-0.8438731,0.9293573,-0.25002098,-0.43804112,-0.43936306,0.24283333,-0.51233083,-1.6651775,-0.42924625,-0.0025523368,0.31142598,2.7584488,0.7336724,-0.6385804,1.0664656,-0.3016038,0.60371184,-1.0410159,-1.0925695,-0.02711373,0.37321717,-0.76725537,1.9771277,0.42521095,1.1044756,-0.17367576,-1.2745291,-1.6616759,0.556808,0.14952758,-0.46160752,0.016742768,0.001964014,1.4707165,-1.1828891,-1.8056556,-0.46742874,1.2505419,0.3314405,-1.3804176,-1.1900668,-0.43554452,-0.6645065,0.8875588,1.9963405,0.65713996,-1.1150656,1.2403392,0.11230119,-0.58180666,-1.1318785
random,-0.122055165,-0.044600923,0.123162664,0.07713498,-0.4649625,0.47737595,-0.29621148,-0.19069524,-0.3509377,0.09413211,-0.5673792,-0.55465764,0.26016083,-0.35419002,0.3353824,-0.09979185,-0.09092304,-0.13093661,0.04922759,-0.15281819,-0.58496374,-0.17445199,0.06408859,0.21653722,0.79112446,0.27026075,-0.24269962,0.35498393,-0.112588316,0.18226483,-0.32961157,-0.16308622,-0.12881558,0.193698,-0.2740227,0.5497961,0.112440616,0.39556423,-0.09027495,-0.4154418,-0.470242,0.26209757,-0.06566862,-0.2087287,-0.14513785,0.028321141,0.44535032,-0.2829902,-0.5377757,-0.14617153,0.4349334,0.11944297,-0.5053114,-0.25161576,-0.199086,-0.17692591,0.30852783,0.58116245,0.17503433,-0.34674013,0.44952664,-0.0217142,-0.13960926,-0.40876812
