title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
random,-0.14072438,0.24910018,0.40679288,0.10180027,-1.6635764,1.7455685,-1.5495977,-0.49818683,-0.874926,0.3040173,-2.6932495,-1.6651863,0.8912995,-1.0819173,1.271981,-0.69106466
random,0.8249754,0.7929097,0.83452404,-0.13934581,-3.901446,2.4756098,-3.3175194,0.20128316,-3.4522874,2.5906074,-6.163376,-3.2801595,1.5952913,-3.4133766,2.8313525,-1.3542985
random,4.8245087,1.7578634,4.0587153,0.3275928,-4.994036,2.0633767,-3.7265773,3.9972403,-0.8373677,7.843389,-16.562946,1.9496166,2.7890892,-10.029693,4.080341,1.4417121
random,0.12184447,0.18764651,0.1825477,-0.003319935,-0.5570991,0.63511604,-0.47708994,-0.09552319,-0.27464262,0.1796996,-0.8518817,-0.71784467,0.22757608,-0.3165707,0.44946107,-0.15527178
random,0.3649316,0.3593015,0.42576465,0.2794123,-1.2416646,1.1928564,-1.3687277,-0.21245465,-0.8722429,0.3335306,-2.287821,-1.338084,0.593818,-0.7462758,0.85655785,-0.63273174
random,-0.17799339,0.03645852,0.25549242,0.011450844,-0.8128927,0.91177464,-0.7772233,-0.31269827,-0.6237748,0.33033857,-1.3924639,-0.864742,0.5942712,-0.7083223,0.66473716,-0.4092035
random,0.00861628,0.20152394,0.21097131,0.028702775,-0.8846373,0.99159074,-0.9344404,-0.040225696,-0.58980095,0.29870284,-1.5350741,-1.1332353,0.50045973,-0.68513113,0.8033751,-0.33440027
random,0.12793703,0.21933879,0.32617262,0.051162943,-1.1385819,1.2619584,-1.3135985,-0.15499525,-0.57235485,0.3065064,-2.1221247,-1.331088,0.59072924,-0.6150239,0.93888235,-0.3766647
random,1.1724238,0.4601469,0.50278485,0.7270011,-3.834534,3.0818334,-4.6593814,-0.83706594,-1.6790577,1.2651652,-7.1124806,-3.7228189,1.9978865,-1.8288842,3.3762197,-1.2857745
random,0.09371071,0.25955895,0.32618818,-0.048667453,-1.4981642,1.7383921,-1.8377112,-0.3535063,-1.0565562,0.5365895,-3.1337178,-1.7902088,1.06488,-1.2354383,1.6623558,-0.9514041
random,0.004532612,0.2389448,0.15554856,0.004919685,-0.8193111,0.6239374,-0.71391594,-0.15669046,-0.47341868,0.41178265,-1.4731143,-0.93661064,0.61023885,-0.7489919,0.59716076,-0.423959
random,0.6400898,1.1651124,1.3255522,-0.48462293,-4.0510173,2.876904,-3.6472876,0.1598305,-2.4512706,0.76198363,-5.305913,-3.706192,1.8879781,-2.2039957,1.7492092,-1.4828779
random,-0.03416547,0.13299607,0.18444778,0.0037391852,-0.34102717,0.5953172,-0.5055228,-0.104592726,-0.19261675,0.19038668,-0.8538135,-0.5617962,0.24289411,-0.30474854,0.50953317,-0.1024904
random,0.55890286,-0.2692842,0.8906989,-0.3671897,-2.599487,2.5023706,-3.683276,1.092425,-3.4633725,3.3569713,-6.4475794,-2.3183374,2.0330315,-3.371227,2.9573293,-1.6352422
random,-0.07041255,0.20297028,0.24556114,0.016894031,-0.77499,0.79722077,-0.775544,-0.11263074,-0.53793657,0.34418732,-1.4776983,-0.756885,0.5256117,-0.67696166,0.66816926,-0.10229771
random,0.2520877,0.27882004,0.39886087,0.07259745,-1.6210519,1.4672139,-1.4678935,-0.01438074,-0.878515,0.47677013,-2.5930593,-1.6188835,0.6245118,-0.8301814,1.2919346,-0.22502868
random,0.157003,0.39580816,0.6143208,0.017806398,-2.4567738,2.283545,-2.6076105,0.10970419,-2.0283797,0.9966408,-4.440499,-2.5019226,1.5098586,-2.132054,2.0703475,-0.9776646
random,0.2406976,0.26539725,0.16593133,0.11764205,-1.0402374,0.949748,-0.8754046,-0.0061704125,-0.43888676,0.16893905,-1.3674856,-1.1330426,0.34241685,-0.53440666,0.5269802,-0.28889552
random,0.58756113,0.54413414,1.1338047,0.512588,-3.444928,2.5291045,-3.1910467,0.45670238,-2.9360683,1.5965976,-5.567355,-2.6986005,2.113666,-2.6475718,2.161287,-1.0634094
random,0.6919642,1.4367764,0.93790925,-0.340023,-3.4122262,2.5873976,-2.941399,0.15274025,-2.7358804,2.5161304,-5.486408,-3.5765805,1.8697786,-2.8384583,3.6720817,-1.2254499
random,0.66610354,0.40022588,0.45931873,-0.013060553,-1.9352376,1.9061611,-2.0189066,0.13127042,-2.2327545,1.3733109,-3.7356231,-2.3931618,1.1047826,-2.1411412,1.7516513,-0.4389006
random,-0.09040912,0.17056595,0.38210985,0.011442432,-1.1242986,1.0553737,-1.0808544,-0.07175441,-0.67940557,0.28823468,-1.8963429,-1.2121427,0.7405869,-0.690838,0.8142116,-0.40490878
random,0.3880756,0.082366414,0.8936869,1.1675808,-2.5445054,2.3334448,-3.2008846,-0.25092077,-1.2185268,1.4792719,-5.30104,-2.1766036,1.6612314,-1.5192326,2.4837096,-0.896561
random,1.5574332,0.46667087,0.66378725,0.48145193,-2.8668008,2.5672975,-3.2838697,1.1152962,-2.837079,2.864094,-6.2253375,-2.7997313,1.2771894,-2.7493117,2.371601,-0.35185614
random,0.20967804,0.46094128,0.63686407,-0.18205245,-1.6626647,1.0147408,-1.6081408,0.62071615,-1.5568047,1.2378054,-2.8064857,-1.4347699,1.1294692,-1.3782774,1.6304008,-1.2495983
random,0.011278809,0.14810207,0.5329667,0.23764846,-1.8932543,1.6583213,-1.6404009,-0.008220785,-1.5888988,0.9117964,-3.4379225,-1.5936774,1.1107284,-1.7778567,1.312239,-0.59626156
random,0.44150308,0.62635386,0.7130631,0.062593475,-1.4118809,1.5048698,-1.7041179,-0.4169604,-1.6325445,1.2737724,-3.3396268,-2.0075994,1.4297235,-1.5275551,1.616541,-1.4730772
random,-0.10533636,0.07195345,0.16437343,0.06599473,-0.61486405,0.68253005,-0.59887666,-0.27994487,-0.39790225,0.17636305,-1.0989354,-0.74997234,0.49011675,-0.46091297,0.57007086,-0.31045344
random,0.0100413505,0.11613502,0.20763987,0.033650145,-0.68345356,0.9112557,-0.6765914,-0.055423822,-0.353447,0.1595234,-1.3603538,-0.8102693,0.39275435,-0.47805396,0.6673459,-0.14610785
random,0.03437626,0.308615,0.42005154,-0.1271235,-1.8717328,2.0802674,-1.8517647,-0.11529743,-1.4127198,0.46139866,-3.2439942,-1.8303051,0.8925405,-1.4796894,1.660086,-0.77906865
random,-0.15539967,0.038708486,0.26613414,-0.123713754,-0.79519695,0.77555346,-0.7612569,-0.3802664,-0.6195089,0.53571033,-1.625256,-0.8067206,0.72145027,-0.75894636,0.5632224,-0.51223135
random,-0.03537702,0.026354803,0.15512305,0.0880508,-0.43454254,0.39647114,-0.38759002,-0.08593491,-0.17316893,0.13150084,-0.735058,-0.5110821,0.24071121,-0.19173832,0.334526,-0.22624436
random,-0.18458922,0.38837522,0.6128597,-0.20357284,-1.6364336,1.8808507,-1.8731407,-0.61193687,-1.2451162,0.9329527,-3.3515387,-2.3325355,1.178489,-1.62142,1.6676236,-1.0576352
random,0.93582237,1.0818491,0.6090148,-0.84189874,-2.7175424,2.4463954,-2.7672143,0.47578532,-2.3342018,0.7243633,-5.578081,-3.0785096,1.3910758,-1.70531,2.5944176,-1.9292794
random,0.14921427,0.16106065,0.19736676,0.039908487,-0.96661824,1.0194669,-0.9283333,-0.24888544,-0.64826673,0.09540765,-1.5579567,-0.9096855,0.47413808,-0.6144745,0.74408644,-0.40243298
random,0.48102802,0.17062755,0.26518074,-0.14444444,-2.3814576,2.0737839,-2.0388017,0.2326406,-1.8043027,1.2193779,-4.024228,-2.2312086,1.0357262,-1.8791864,1.4676108,-0.47987974
random,-0.31231558,0.32703885,0.5032485,0.10926116,-1.8750212,1.633589,-1.6558181,-0.33464405,-0.89322907,0.43231693,-2.81418,-1.8543669,1.2255182,-1.1178466,1.2983187,-0.6577105
random,0.0072572837,0.12276295,0.16417393,0.05890256,-0.24791797,0.31952938,-0.30142108,-0.06226843,-0.24069056,0.267759,-0.6329469,-0.36311132,0.20260096,-0.3348186,0.27933964,-0.06606833
random,-0.25632197,0.12749666,0.3813829,0.047126886,-1.1624155,1.4443094,-1.218809,-0.3406791,-0.5188714,0.19047976,-2.1204724,-1.4072163,0.6743624,-0.74533314,1.0267004,-0.38716972
random,0.055789597,0.112468675,0.16150281,0.06472628,-0.89687836,0.82446873,-0.74417466,-0.10141345,-0.5957132,0.23593774,-1.4835879,-0.80881274,0.26910874,-0.57509345,0.6233285,-0.3798123
random,-0.087998174,0.036297243,0.24663854,0.120062016,-0.7826855,0.81574446,-0.70382,-0.227137,-0.3680683,0.19916524,-1.3669939,-0.9089315,0.26466477,-0.46660072,0.45487446,-0.25862792
random,-0.032273296,0.50742215,0.381426,-0.008790448,-2.0695117,2.3662052,-2.242881,-0.4888967,-1.2878392,0.73755515,-3.524909,-2.6269832,1.3594847,-1.6695998,1.839864,-1.0481002
random,0.013641519,0.014992595,0.5568565,0.025141295,-2.3431275,2.0232708,-1.8895826,0.07233075,-1.3452159,0.6780404,-3.6665993,-1.9459333,0.8942205,-1.4999427,1.5020792,-0.6624852
random,0.095899746,0.16854802,0.3258599,0.01426324,-1.4047902,1.2568043,-1.1616999,-0.09526117,-0.91644746,0.4197557,-2.2557676,-1.3401284,0.71113616,-1.0075474,1.0489838,-0.58418643
random,0.37811786,1.0329171,1.0257196,-0.7667362,-3.2061386,2.5548718,-2.389247,0.6268617,-3.1698177,2.2810361,-5.3700366,-2.777471,2.4535203,-3.984912,2.116601,-1.0722934
random,-0.022740245,0.19323792,0.22547744,-0.07219258,-1.1566881,1.0737888,-1.183018,-0.17175624,-0.7967787,0.5321231,-2.166158,-1.2721841,0.78398246,-1.0038487,0.92616564,-0.5333324
random,-0.10913229,0.09230072,0.24123389,0.061399665,-0.9296459,1.1073372,-0.90135366,-0.2403678,-0.555696,0.36626768,-1.7908311,-1.0622342,0.58252555,-0.7456181,0.86845934,-0.4473016
random,2.1318252,0.8984137,1.1765425,-0.0024220166,-5.0249434,3.8845081,-4.1071844,1.3815864,-2.7426403,2.167343,-7.2186346,-4.0712676,2.191065,-3.4573855,2.2473195,0.07900042
random,1.59283,2.0695148,1.0631188,-1.2522261,-4.7879286,2.726271,-3.2870448,0.79573166,-3.452953,4.1682305,-7.661736,-4.0763693,2.2652092,-3.9619045,2.033409,-1.5317175
random,0.8864772,1.0381997,0.76416796,-0.27693546,-2.6131287,2.5028136,-2.9862478,0.2159428,-2.5467784,1.8555744,-5.0403543,-3.3221922,1.4519194,-2.5306258,2.5220013,-1.0502899
random,0.061450783,0.15535907,0.21020925,0.03907279,-0.51641,0.6109425,-0.6313712,-0.012761085,-0.39343166,0.2942791,-1.0284456,-0.67699075,0.3091168,-0.42771485,0.47696996,-0.22762106
random,0.19894215,-0.02857874,0.5589145,0.075831115,-2.1862268,1.9548393,-1.752442,-0.058717035,-2.1626954,1.428298,-4.047568,-1.733311,1.4069343,-2.1439579,1.6108719,-0.9152705
random,0.72910017,0.39248365,0.60241055,0.62773883,-3.765017,2.8951128,-3.147249,0.33803743,-2.6143935,1.633615,-6.0095806,-2.4073293,1.5621332,-2.3175676,1.9147321,-0.8088514
random,0.7996424,0.6824785,0.5615167,0.060691822,-1.7278744,1.8254988,-2.0319412,-0.22288364,-1.1222162,0.33282888,-2.850434,-2.0770319,0.54463893,-0.74023163,1.3918079,-0.5480441
random,-0.1702396,0.19924559,0.31297827,0.098950095,-1.1171994,1.1450249,-1.0966402,-0.19446452,-0.6844337,0.31900895,-1.926272,-1.1130222,0.7725992,-0.79883957,1.0109435,-0.6210721
random,0.89665353,0.71749955,0.5721637,0.1482167,-3.253699,2.9447167,-2.9016578,-0.22072141,-3.2208722,2.253461,-5.7583294,-3.6069357,1.6717403,-3.2093115,2.1292956,-1.3003387
random,-0.751525,-0.38535386,0.4976113,0.32421213,-2.906288,1.8660023,-1.8910942,-0.19437802,-1.7890489,0.8345196,-4.6959324,-1.9726491,2.1402347,-1.7755456,0.7891868,-1.5568706
random,0.009654369,0.14320531,0.27221867,0.061322097,-0.5520984,0.6628334,-0.54470855,-0.057157233,-0.34102416,0.20086211,-0.89610785,-0.595377,0.22644742,-0.364111,0.48800042,-0.15773678
random,1.0454302,-0.45341012,0.82327616,1.2710817,-4.49563,2.6044047,-4.0974154,1.2063563,-2.6684077,2.4535565,-7.600755,-2.6798847,1.8902992,-2.223301,2.5717435,-0.7946509
